source_id,source_file,source_row,original_question,original_answer_and_rationale,correct_option_letter,correct_option_text,generated_question_type,generated_question,generated_answer,provenance,review_status
0a37a5cd602a,deck_22784896.csv,36,"A 54-year-old woman is evaluated because of lower lip dysfunction after rhytidectomy. The surgeon asks the patient to perform a full-denture smile and then to pout, depressing and everting the lower lip. Asymmetry is observed during both functions, with a decreased lower tooth show on the left on full-denture smile, as well as no eversion of the left lower lip when pouting. Which of the following branches of the facial nerve is most likely injured?

A) Left cervical
B) Left marginal mandibular
C) Right cervical
D) Right marginal mandibular","The correct response is Option B.

Injury to both the marginal mandibular and cervical branches of the facial nerve will impair lower lip depression, causing decreased lower tooth show on full-denture smile. However, only injury to the marginal mandibular branch, with its innervation of the mentalis muscle, will impair lip eversion. Therefore, only injury to the left marginal mandibular nerve would cause unilateral decreased lower tooth show on full-denture smile and absence of eversion of the lower lip when pouting.

2021",B,Left marginal mandibular,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Left marginal mandibular' the best answer for a patient like the one described?","Injury to both the marginal mandibular and cervical branches of the facial nerve will impair lower lip depression, causing decreased lower tooth show on full-denture smile. However, only injury to the marginal mandibular branch, with its innervation of the mentalis muscle, will impair lip eversion.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
9bd097bda81d,deck_22784896.csv,37,"A 71-year-old woman presents to the office for rhytidectomy and platysmaplasty. Medical history includes rhytidectomy 12 years ago. She desires a second rhytidectomy and neck lift. A photograph is shown. In addition to rhytidectomy, which of the following facial ancillary procedures is recommended to most improve the overall surgical result in this patient?

A) Brow lift
B) Fat grafting
C) Laser resurfacing
D) Liposuction
E) None, it is unprofessional to bring up surgery that a patient has not asked about","The correct response is Option B.

Fat grafting is an essential addition for improved facial rejuvenation in the patient.

This patient has severe facial fat atrophy. Her jowling and neck laxity will be improved with a face-lift; however, without reversing the signs of fat compartment atrophy, she will continue her aged appearance.

Brow lift will uncover an already hollow appearance. Removing fat with liposuction would exacerbate her aged appearance. Laser resurfacing can help her skin texture but would be a more minor improvement.

This patient desires facial rejuvenation. Many patients do not realize that fat grafting is an ancillary option that can significantly improve their result. As such, it is appropriate to discuss these ancillary procedures that work in harmony with a face-lift.

2021",B,Fat grafting,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Fat grafting' the best answer for a patient like the one described?",Fat grafting is an essential addition for improved facial rejuvenation in the patient.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
54d08c213fc2,deck_22784896.csv,38,"An otherwise healthy 55-year-old woman with Fitzpatrick Type II skin desires facial rejuvenation. Phenol-croton oil (Hetter) peel with simultaneous extended superficial musculoaponeurotic system rhytidectomy and transconjunctival lower blepharoplasty is planned. Which of the following anatomic areas is at greatest risk for healing complications after this procedure?

A) Forehead
B) Lateral cheek
C) Lower eyelid
D) Nasal dorsum
E) Perioral","The correct response is Option B.

In general, non-undermined skin can be safely peeled at the time of a facelift. So the “T-zone” of forehead, nose, and perioral and labiomandibular fold areas are not at increased risk for resurfacing during a facelift.

Undermined skin, particularly when flaps are thin, is risky for delayed wound healing and scarring with concurrent peeling. Peeling of the thin preauricular flap, raised during the facelift, would be the most risky of the choices listed.

Zins and associates showed that croton oil peeling was safe and effective in a series of patients with simultaneous lower eyelid surgery, including both transconjunctival blepharoplasty and the pinch technique of skin excision. Again, the peel was not performed on areas of skin undermining.

2021",B,Lateral cheek,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Lateral cheek' the best answer for a patient like the one described?","In general, non-undermined skin can be safely peeled at the time of a facelift. So the “T-zone” of forehead, nose, and perioral and labiomandibular fold areas are not at increased risk for resurfacing during a facelift.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
c2dda04d140d,deck_22784896.csv,39,"A 65-year-old woman presents for follow-up 1 week after undergoing a superficial musculoaponeurotic system face lift and neck lift. On examination, an asymmetric smile is noted. She is able to whistle and pucker her lips normally, but she has asymmetry of the lower lip when trying to make a “full denture” smile. Which of the following is LEAST likely?

A) Botulinum toxin A may be used to improve symmetry during the recovery period
B) It is related to injury of a cervical branch of the facial nerve
C) It will typically make a full recovery in 1 to 6 months without exploration
D) The lower teeth are more visible on the affected side during smiling
E) Mentalis function is typically maintained","The correct response is Option D.

This patient has an injury of the cervical branch of the facial nerve, due to undermining during the neck portion of the procedure. It presents with an asymmetric lower lip when the patient attempts a ""full denture smile,"" due to injury of the cervical branches innervating the platysma muscle. Typically, the mentalis muscle function is preserved and allows differentiation from marginal mandibular nerve branch injury, as the patient can evert the lower lip or pout/pucker.

The lower teeth are less visible on the affected side, as retraction of the lower lip is impaired. Botulinum toxin A may be used on the normal side, to improve symmetry, with injection into the depressor labii inferioris (DLI).

In a classic paper, Owsley noted 34 cases in his personal series of 2002 face lifts (1.7%) with use of his superficial musculoaponeurotic system (SMAS)-platysma multivector technique, which incorporates subplatysmal dissection for correction of the neck. He noted a 100% recovery rate in 3 weeks to 6 months.

2021",D,The lower teeth are more visible on the affected side during smiling,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'The lower teeth are more visible on the affected side during smiling' the best answer for a patient like the one described?","This patient has an injury of the cervical branch of the facial nerve, due to undermining during the neck portion of the procedure. It presents with an asymmetric lower lip when the patient attempts a ""full denture smile,"" due to injury of the cervical branches innervating the platysma muscle.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
320b3cbed661,deck_22784896.csv,40,"**A 60-year-old woman is seen in consultation for facial rejuvenation to include her eyelids and perioral region. On history and physical examination, she has dry eyes, dry oral mucosal membranes, and joint problems. Which of the following tests is the most appropriate next step to establish her diagnosis?**

A) Hand x-ray study
B) Lip biopsy
C) Schirmer test
D) Serum antibody marker
E) Stimulated salivary flow rates","The correct response is Option D.

Sjögren syndrome (SS) presents with a classic triad of xerostomia, keratoconjunctivitis sicca, and polyarthritis. While a Schirmer test is a good way to assess tear production, it is less helpful in the elderly population as tear production declines with age. Salivary flow rates also decline with age and are less predictable. The presence of anti-SSA (Ro) and anti-SSB (La) are present in 60 to 80% of patients, and this is considered diagnostic if present. Lip biopsy is also diagnostic but is more invasive, so it would not be the next step. X-ray studies of the arthritis are nonspecific in terms of diagnosis.

2022",D,Serum antibody marker,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Serum antibody marker' the best answer for a patient like the one described?","Sjögren syndrome (SS) presents with a classic triad of xerostomia, keratoconjunctivitis sicca, and polyarthritis. While a Schirmer test is a good way to assess tear production, it is less helpful in the elderly population as tear production declines with age.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
aadb3efd9bf0,deck_22784896.csv,41,"**A 57-year-old woman undergoes rhytidectomy. During the dissection of the posterior border of the platysma, a divided nerve is seen over the midportion of the sternocleidomastoid muscle. If this nerve is not repaired, the patient will most likely have numbness of which of the following structures of the ear?**

A) Antihelix
B) Concha cymba
C) Crus of the helix
D) Earlobe
E) Tragus","The correct response is Option D.

The injured nerve in this case is the great auricular nerve, which crosses over the sternocleidomastoid muscle belly approximately 6.5 cm inferior to the external auditory canal. This is the most common nerve injury during rhytidectomy. The sensory innervation of the external ear arises primarily from four nerves: the auriculotemporal, the auricular branch of the vagus nerve, the great auricular nerve, and the lesser occipital nerve. The auriculotemporal nerve predominantly supplies the anterior and superior surface of the ear. Of the structures listed, only the earlobe or lobule is reliably innervated by only the great auricular nerve. The innervation of the antihelix, tragus, concha cymba, and crus of the helix is more variable. These regions have been described as being innervated by the the auriculotemporal nerve, auricular branch of the vagus nerve, or greater auricular nerve to varying degrees.

2022",D,Earlobe,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Earlobe' the best answer for a patient like the one described?","The injured nerve in this case is the great auricular nerve, which crosses over the sternocleidomastoid muscle belly approximately 6.5 cm inferior to the external auditory canal. This is the most common nerve injury during rhytidectomy.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
1781282cbf77,deck_22784896.csv,42,"**A 64-year-old woman undergoes a face and neck lift with SMAS plication and liposuction. Approximately 3 weeks after surgery, she continues to have decreased skin sensation at the angle of the mandible. Which of the following nerves was most likely injured during the procedure?**

A) Auriculotemporal nerve
B) Buccal nerve
C) Great auricular nerve
D) Lesser petrosal nerve
E) Marginal mandibular nerve","The correct response is Option C.

The great auricular nerve is a branch of the cervical plexus that provides cutaneous innervation to the skin of the ear and skin below the ear, including the angle of the mandible. The auriculotemporal nerve is a branch of the mandibular division of the trigeminal (V3) nerve and provides sensory innervation to the skin of anterosuperior ear, part of the external auditory meatus, and the temporomandibular joint. The lesser petrosal nerve is not a sensory nerve; it is a branch of the glossopharyngeal (IX) nerve that carries preganglionic fibers to the otic ganglia. Finally, the buccal branches and marginal mandibular branches originate from the facial (VII) nerve and are also motor nerves only. The buccal branches of the facial (VII) nerve innervate the buccinator and the other muscles of facial expression above the lip. The marginal mandibular branch innervates the muscles of facial expression of the lower lip and chin.

2022",C,Great auricular nerve,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Great auricular nerve' the best answer for a patient like the one described?","The great auricular nerve is a branch of the cervical plexus that provides cutaneous innervation to the skin of the ear and skin below the ear, including the angle of the mandible. The auriculotemporal nerve is a branch of the mandibular division of the trigeminal (V3) nerve and provides sensory innervation to the skin of anterosuperior ear, part of the external auditory meatus, and the temporomandibular joint.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
682ead30afc7,deck_22784896.csv,43,"**A 65-year-old man presents for initial consultation for rhytidectomy. BMI is 32 kg/m2. Blood pressure is 145/85 mmHg, and hemoglobin A1c concentration is 6.4%. Rhytidectomy with neck lift under local anesthesia and sedation is planned. Which of the following treatments would most likely minimize the risk for hematoma?**

A) Clonidine
B) Hypotensive anesthesia
C) Lidocaine with epinephrine
D) Metformin
E) Self-suction drain","The correct response is Option A.

Perioperative hypertension is the single most important modifiable risk factor for preventing postoperative hematoma in rhytidectomy. Postoperative systolic blood pressure greater than 140 mmHg is strongly correlated with increased risk for hematoma. Clonidine is a long-acting ?2-adrenergic agonist used to decrease postoperative hypertension. This strategy has been shown to decrease hematoma rates. The usual dose is clonidine 0.1 to 0.3 mg orally 1 hour before surgery or a transdermal patch with 0.1 to 0.2 mg. The lower doses are usually given to women.

Metformin is used for diabetic control and not associated with hematoma risk. Self-suction drains can minimize the seroma rate but not the hematoma rate. Lidocaine with epinephrine and hypotensive anesthesia can both decrease intraoperative bleeding; however, they may add to the risks for hematoma after their effects have worn off.

2022",A,Clonidine,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Clonidine' the best answer for a patient like the one described?",Perioperative hypertension is the single most important modifiable risk factor for preventing postoperative hematoma in rhytidectomy. Postoperative systolic blood pressure greater than 140 mmHg is strongly correlated with increased risk for hematoma.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
8a536f2505df,deck_22784896.csv,44,"A 51-year-old woman comes to the office because of unilateral fullness, pain, and swelling of the lower cheek after undergoing rhytidectomy and platysmaplasty 6 weeks ago. Which of the following is the most likely cause of this patient's symptoms?

A) Digastric muscle hypertrophy
B) Low hyoid bone position
C) Sialocele
D) Simple ranula
E) Tail of parotid pleomorphic adenoma","The correct response is Option C. 

The patient has symptoms consistent with sialocele, including unilateral fullness, pain, and swelling in the location of the submandibular gland. 

A low hyoid bone position would not cause unilateral swelling just below the jawline. 

Tail of parotid pleomorphic adenoma is incorrect because a mass of the parotid would be at the angle of the jawline. 

Digastric muscle hypertrophy is incorrect because it can lead to bilateral submandibular fullness. 

Ranulas are cysts which most commonly form in the submandibular gland under the tongue in the floor of the mouth.

2023",C,Sialocele,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Sialocele' the best answer for a patient like the one described?","The patient has symptoms consistent with sialocele, including unilateral fullness, pain, and swelling in the location of the submandibular gland.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
b482a6e93ffa,deck_22784896.csv,45,"A 62-year-old woman undergoes face and neck rhytidectomy. Preoperatively, oral clonidine is administered, and at the time of incision, intravenous tranexamic acid is administered. Topical platelet-rich plasma is applied to the superficial musculoaponeurotic system, followed by fibrin tissue sealant. Drains are placed prior to skin closure. Which of the following perioperative interventions is most likely to lead to a decreased risk for postoperative hematoma in this patient?

A) Intravenous administration of tranexamic acid
B) Oral administration of clonidine
C) Placement of drains
D) Topical application of platelet-rich plasma
E) Use of fibrin tissue sealant","The correct response is Option B. 

Clonidine is an alpha-agonist and helps control perioperative blood pressure. Blood pressure control between 100 and 140 mmHg has been shown to decrease the risk for hematoma formation. 

Drains have not been shown to decrease hematoma formation, but they may decrease seroma and ecchymosis formation. 

Fibrin tissue sealants help eliminate dead space and decrease postoperative drainage, and they may decrease edema and ecchymosis formation. 

Tranexamic acid (TXA) and platelet-rich plasma have not been shown to conclusively decrease the risk for hematoma formation. TXA was shown to decrease the risk for fluid collections and ecchymosis formation.

2023",B,Oral administration of clonidine,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Oral administration of clonidine' the best answer for a patient like the one described?",Clonidine is an alpha-agonist and helps control perioperative blood pressure. Blood pressure control between 100 and 140 mmHg has been shown to decrease the risk for hematoma formation.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
12b3146fcd43,deck_22784896.csv,46,"A 59-year-old woman comes to the office because she is dissatisfied with the appearance of her face. History includes abdominoplasty 2 years ago. Physical examination shows loss of mid face volume, jowls, and moderate neck ptosis. She has minimal adiposity in the lower abdomen. In addition to rhytidectomy, fat grafting is being considered to improve the mid face volume. Which of the following is the most appropriate donor site for fat grafting in this patient?

A) Abdomen
B) Back
C) Gluteal region
D) Inner thighs
E) Submental area","The correct response is Option D. 

Of the choices listed, the inner thighs would be the best choice since they would probably have an appropriate volume. The inner thighs and the lower abdomen (which is not available in this patient) have been shown to have the highest proportion of adipose-derived stem cells compared with the other sites listed. The submental area would not have the appropriate volume. The abdomen has undergone previous surgery and may not have the necessary volume. The back and gluteal areas would have a lower proportion of adipose-derived stem cells.

2023",D,Inner thighs,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Inner thighs' the best answer for a patient like the one described?","Of the choices listed, the inner thighs would be the best choice since they would probably have an appropriate volume. The inner thighs and the lower abdomen (which is not available in this patient) have been shown to have the highest proportion of adipose-derived stem cells compared with the other sites listed.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
89e9c1a34454,deck_22784896.csv,47,"A 58-year-old woman presents to the clinic because of concerns with smiling 2 days after undergoing a rhytidectomy. On examination, the right lower lip rides over the lower teeth and cannot be pulled down with grimacing. Which of the following right-sided nerves is most likely injured?

A) Buccal
B) Greater auricular
C) Marginal mandibular
D) Mental
E) Zygomatic","The correct response is Option C. 

The marginal mandibular branch of the facial nerve is located in the mid mandible 2 cm posterior to the oral commissure. Injury results in paralysis of the lower lip. This is found clinically when the patient smiles with an inability to show the lower teeth on the affected side. This is a result of the denervated depressor anguli oris muscle, which acts to pull the corner of the mouth and lower lip down. 

The greater auricular nerve is a cutaneous nerve originating from the cervical plexus giving sensory innervation to the lower ear and the skin over the parotid and temporal regions. There is no motor component. The zygomatic and buccal branches of the facial nerve have motor components and innervate muscles like the zygomaticus major that, in this case, elevate the corner of the mouth. They do not innervate muscles that cause lip depression. The mental nerve is a purely sensory nerve originating from cranial nerve V3. It provides sensation in the area around the lower lip but does not have a lip-depressing motor function.

2023",C,Marginal mandibular,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Marginal mandibular' the best answer for a patient like the one described?",The marginal mandibular branch of the facial nerve is located in the mid mandible 2 cm posterior to the oral commissure. Injury results in paralysis of the lower lip.,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
84006b8bdc56,deck_22784896.csv,48,"A 24-year-old woman with a round face comes to the office to discuss buccal fat pad removal. The parotid duct travels through which of the following structures of the buccal fat pad prior to emptying intraorally via the Stensen duct?

A) Buccal extension of the posterior lobe
B) Inferior portion of the anterior lobe
C) Intermediate lobe
D) Posterior portion of the anterior lobe
E) Pterygoid extension of the posterior lobe","The correct response is Option D. 

The buccal fat pad is divided into three lobes anatomically: anterior, intermediate, and posterior. The triangular-shaped anterior lobe is located below the zygoma and extends anterior to the maxilla and buccinator muscle and posterior to the zygomaticus major muscle. The parotid duct passes through the posterior part of the anterior lobe. The facial vein passes through the anterior-inferior margin of the lobe, and the facial nerve branches lie on the outer surface of the capsule. The intermediate lobe lies in the space around the lateral maxilla between the anterior and posterior lobes. The posterior lobe is located in the masticatory space surrounding the temporalis muscle and tendon along the mandibular body. The posterior lobe forms the buccal, pterygoid, pterygopalatine, and temporal extensions.

2023",D,Posterior portion of the anterior lobe,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Posterior portion of the anterior lobe' the best answer for a patient like the one described?","The buccal fat pad is divided into three lobes anatomically: anterior, intermediate, and posterior. The triangular-shaped anterior lobe is located below the zygoma and extends anterior to the maxilla and buccinator muscle and posterior to the zygomaticus major muscle.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
0f428cea26a6,deck_22784896.csv,49,"A 61-year-old woman comes to the office to discuss facial rejuvenation. Physical examination shows neck and jowl laxity, diastasis of platysma bands, and brow ptosis. Management with rhytidectomy, a superficial musculoaponeurotic system (SMAS) flap, platysmaplasty, and subcutaneous lateral brow lift is planned. Injury to the facial nerve in which of the following anatomic areas of dissection is most likely?

A) Sub-SMAS, at the lateral malar eminence
B) Sub-SMAS, 2 cm anterior to the tragus
C) Sub-SMAS, 1 cm inferior to the zygomatic arch
D) Subcutaneous, 6.5 cm inferior to the caudal edge of the external auditory meatus
E) Subcutaneous, 1 cm superior to the tail of the eyebrow","The correct response is Option A. 

Knowledge of the three-dimensional anatomy of the facial nerve is essential to avoid motor nerve injuries. Although the two-dimensional branching patterns of the facial nerve are variable, the plane in which these nerves travel is consistent. 

Dissection in the sub-superficial musculoaponeurotic system plane at the lateral malar eminence is a zone in which the zygomatic branch of the facial nerve is vulnerable to injury. The zygomatic branches exit the parotid gland anteriorly and innervate the zygomaticus major, which is superficially positioned just lateral to the malar eminence. The zygomatic and masseteric ligaments are fibrous bands located in this same area, which can obscure the correct plane of dissection. Injury to the zygomatic branches can result in an asymmetric smile. 

Dissection in the sub-superficial musculoaponeurotic system plane, 2 cm anterior to the tragus, is a safe area. The facial nerve is in a deeper plane and protected by the parotid gland and the parotid masseteric fascia. The facial nerve is also protected by the parotid gland and parotid masseteric fascia 1 cm inferior to the zygomatic arch. 

The frontal branch of the facial nerve exits the parotid at the zygomatic arch and then travels cephalically in the temple. Nerve branches are deep to the temporal parietal fascia and the frontalis muscle. The frontal branch is usually 1 cm superior to the tail of the eyebrow; however, it is not in the subcutaneous plane. It is deep to the fascia and muscle.

The great auricular nerve is vulnerable to injury at McKinney’s point (6.5 cm below the external auditory meatus is the great auricular nerve). This is a sensory nerve and not a branch of the facial nerve.

2023",A,"Sub-SMAS, at the lateral malar eminence",Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Sub-SMAS, at the lateral malar eminence' the best answer for a patient like the one described?","Knowledge of the three-dimensional anatomy of the facial nerve is essential to avoid motor nerve injuries. Although the two-dimensional branching patterns of the facial nerve are variable, the plane in which these nerves travel is consistent.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
7b9f60d1a122,deck_22784897.csv,1,"A 45-year-old man comes to the office for consultation regarding hair loss concerns. He reports that he has a friend who underwent a hair transplantation procedure that looks unnatural, especially at the front hairline. Using the minigraft and micrograft strategy, how many follicles should be in a minigraft?

A) 1 to 2
B) 3 to 4
C) 5 to 6
D) 7 to 8
E) 9 to 10","The correct response is Option B.

Minigrafts consist of 3 to 4 follicular units and are commonly used in concert with micrografts which contain 1 to 2 follicular units. Larger numbers of follicular units have been associated with artificial appearing outcomes (plug look).

2017",B,3 to 4,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes '3 to 4' the best answer for a patient like the one described?",Minigrafts consist of 3 to 4 follicular units and are commonly used in concert with micrografts which contain 1 to 2 follicular units. Larger numbers of follicular units have been associated with artificial appearing outcomes (plug look).,Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
0bc5903f9cfe,deck_22784897.csv,2,"A 55-year-old woman presents with androgenic alopecia. Her husband had a hair transplant 5 years ago. Which of the following characteristics of androgenic alopecia is more common in women than men?

A) More rapidly progressive
B) Not induced by dihydrotestosterone
C) Thinning tends to be frontoparietal
D) Topical minoxidil is ineffective","The correct response is Option C.

Unlike in men, androgenic alopecia in women tends to spare the frontal hairline and tends to affect the frontoparietal scalp. Like in men, it is a chronically progressive disease and causes miniaturization of scalp follicles through exposure of endogenous dihydrotestosterone in patients with increased scalp androgen receptors and 5-reductase concentrations. Topical minoxidil has been shown to increase scalp blood supply and slow hair loss in both males and females.

2017",C,Thinning tends to be frontoparietal,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Thinning tends to be frontoparietal' the best answer for a patient like the one described?","Unlike in men, androgenic alopecia in women tends to spare the frontal hairline and tends to affect the frontoparietal scalp. Like in men, it is a chronically progressive disease and causes miniaturization of scalp follicles through exposure of endogenous dihydrotestosterone in patients with increased scalp androgen receptors and 5-reductase concentrations.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
fe3ad6c739b5,deck_22784897.csv,3,"A 34-year-old man comes to the office for a routine follow-up examination 1 month after undergoing extensive micrograft hair transplantation. He is extremely upset, complaining that ""all the grafts have fallen out and are gone."" Which of the following is the most appropriate response to this patient's concerns?

A) Loss of hair shaft is expected and part of the normal healing process
B) Loss of the grafts is a potential complication that was explained preoperatively
C) More grafts will be performed without additional surgical fees
D) The patient should wait and see what happens and return to the office in several months
E) The patient will be started on finasteride immediately","The correct response is Option A.

Hair shaft loss is to be expected after the first month following implantation as the hair follicles enter into the telogen phase. Initially, hair grafts enter the catagen phase of hair growth, which is a transitional phase. Implanted hair can grow 3 to 4 mm at this time. Following this stage, implanted hair grafts enter the telogen phase or the “resting” phase, which lasts for 3 to 4 months. During this phase, the attachment of the hair at the base of the follicle becomes weaker until the hair finally sheds, and the hair follicle is inactive and hair growth ceases. Almost every implanted hair falls out during this time, and patients must be prepared for this preoperatively. This phase can last up to 6 to 9 weeks, and this is when patients worry most about whether the surgery was indeed a success. Following this time, the anagen phase begins, generating new hair growth, which is initially quite thin. This hair then grows thicker with time. Final results of hair transplantation are not evident until 6 to 8 months in men and 10 to 12 months in women.

2017",A,Loss of hair shaft is expected and part of the normal healing process,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Loss of hair shaft is expected and part of the normal healing process' the best answer for a patient like the one described?","Hair shaft loss is to be expected after the first month following implantation as the hair follicles enter into the telogen phase. Initially, hair grafts enter the catagen phase of hair growth, which is a transitional phase.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
788770717617,deck_22784897.csv,4,"A 27-year-old man comes to the office for hair restoration to correct alopecia of the scalp. He sustained a burn injury to the scalp when he was a child and underwent split-thickness skin grafting to treat the burn. Micrograft hair transplantion to restore the hairline is planned. Which of the following is the most likely percentage of micrograft survival and ultimate hair growth in this patient?

A) 10%
B) 25%
C) 50%
D) 85%
E) 95%","The correct response is Option D.

Because of their small size, micrografts and minigrafts appear to have a lower metabolic requirement to thrive. They tend to grow in areas of fibrosis and burn scars and over skin grafts and flaps, including split-thickness skin grafts. The rate of survival and ultimate hair growth under these circumstances appears to be approximately 85%, compared with approximately 95% on unscarred, healthy tissue. More recently, follicular unit grafts have been used in hair transplantation.

2014",D,85%,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes '85%' the best answer for a patient like the one described?","Because of their small size, micrografts and minigrafts appear to have a lower metabolic requirement to thrive. They tend to grow in areas of fibrosis and burn scars and over skin grafts and flaps, including split-thickness skin grafts.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
24ca4c7283fe,deck_22784897.csv,5,"A 13-year-old girl is brought to the office by her mother who is concerned about the child's patchy hair loss. The mother began to notice the hair loss shortly after she separated from the patient's father. The patient states she often plays with her hair throughout the day. Which of the following is the best course of treatment for this patient's hair loss?

A) Administration of topical minoxidil 5% daily for six months
B) Injections of platelet-rich plasma to areas of baldness
C) Injections of triamcinolone to areas of baldness
D) Referral to a psychiatrist
E) Transplantation of follicular units","The correct response is Option D.

This patient most likely has trichotillomania, an impulse-control disorder. This is likely associated with a change in the patient's social situation, namely the loss of involvement of her father in her life.

The other treatment options do have proven benefits in restoring hair loss, but the best course of treatment is first addressing the underlying cause, and referral to a psychiatrist would be the most appropriate step.

This patient has signs of telogen effluvium, alopecia caused by emotional stress. With appropriate psychiatric or psychological therapy, she should be expected to stop traumatizing her hair, and its growth would return.

The other options can improve thinning hair for various other causes, but they would not be the first course of treatment for this patient.

2020",D,Referral to a psychiatrist,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Referral to a psychiatrist' the best answer for a patient like the one described?","This patient most likely has trichotillomania, an impulse-control disorder. This is likely associated with a change in the patient's social situation, namely the loss of involvement of her father in her life.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
796c9740a465,deck_22784897.csv,6,"A 25-year-old woman comes to the clinic to discuss eyebrow reconstruction. She reports that she tweezed her eyebrows several times a day because of perceived asymmetry, and she now has complete loss of eyebrows. She insists on receiving hair transplants and says that she is depressed because of her lack of eyebrows. Which of the following is the most likely DSM-5 diagnosis?

A) Body dysmorphic disorder
B) Borderline personality disorder
C) Excoriation (skin-picking) disorder
D) Major depressive disorder
E) Trichotillomania","The correct response is Option A.

Body dysmorphic disorder is considered an obsessive compulsive and related disorder in the DSM-5. Criteria include preoccupation with perceived appearance flaws for at least an hour a day, repetitive behaviors related to the preoccupation, clinically significant distress as a result of the preoccupation, and exclusion of an eating disorder.

The differential diagnosis includes major depressive disorder, trichotillomania, excoriation disorder, agoraphobia, eating disorders, and dysmorphic concerns. What differentiates body dysmorphic disorder from excoriation disorder and trichotillomania is the underlying preoccupation with symmetry and appearance seen in body dysmorphic disorder. In some cases, patients report a pleasurable sensation during hair pulling in trichotillomania. Thus, patients with body dysmorphic disorder can engage in skin picking and hair pulling, but the underlying motivation is different. Excoriation disorder is a body-focused repetitive behavior, on the obsessive compulsive spectrum, but it is not motivated by perceived asymmetry or appearance as is body dysmorphic disorder.

Depression can coexist with body dysmorphic disorder, but it does not have a preoccupation with appearance as a criterion.

Borderline personality disorder is a Cluster B personality disorder, characterized by unstable emotional responses to stimuli and relationships.

2020",A,Body dysmorphic disorder,Open-ended concept retrieval,"Concept-retrieval follow-up: What key clinical, anatomic, or management principle makes 'Body dysmorphic disorder' the best answer for a patient like the one described?","Body dysmorphic disorder is considered an obsessive compulsive and related disorder in the DSM-5. Criteria include preoccupation with perceived appearance flaws for at least an hour a day, repetitive behaviors related to the preoccupation, clinically significant distress as a result of the preoccupation, and exclusion of an eating disorder.",Generated companion based on user-provided source item,Needs plastic surgery faculty review before publication
